BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNIT,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7083.0,146.0, ,A5,303 MALVINE AVENUE                       ,            ,10309.0,1.0,0.0,1.0,2509.0,1600.0,1997.0,1.0,A5,514500.0,42185.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7084.0,25.0, ,A5,21 PRINCE LANE                           ,            ,10309.0,1.0,0.0,1.0,625.0,1600.0,1990.0,1.0,A5,0.0,42256.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7084.0,30.0, ,A5,17 WIRT LANE                             ,            ,10309.0,1.0,0.0,1.0,778.0,1300.0,1992.0,1.0,A5,312000.0,42166.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7084.0,43.0, ,A5,146 WIRT AVENUE                          ,            ,10309.0,1.0,0.0,1.0,1243.0,1678.0,1991.0,1.0,A5,281250.0,42184.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7084.0,90.0, ,A5,18 CANDON COURT                          ,            ,10309.0,1.0,0.0,1.0,1194.0,1600.0,1991.0,1.0,A5,335000.0,42237.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7084.0,92.0, ,A5,27 WIRT LANE                             ,            ,10309.0,1.0,0.0,1.0,645.0,1735.0,1992.0,1.0,A5,295000.0,42285.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,1.0, ,A5,199 WIRT AVENUE                          ,            ,10309.0,1.0,0.0,1.0,1290.0,1270.0,1992.0,1.0,A5,283211.0,42167.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,10.0, ,A5,196 LUCILLE AVENUE                       ,            ,10309.0,1.0,0.0,1.0,2400.0,1200.0,1994.0,1.0,A5,485000.0,42262.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,28.0, ,A5,168 LUCILLE AVENUE                       ,            ,10309.0,1.0,0.0,1.0,2925.0,1804.0,1989.0,1.0,A5,365000.0,42312.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,49.0, ,A5,130 LUCILLE AVENUE                       ,            ,10309.0,1.0,0.0,1.0,1550.0,1804.0,1989.0,1.0,A5,350000.0,42034.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,51.0, ,A5,128 LUCILLE AVENUE                       ,            ,10309.0,1.0,0.0,1.0,1550.0,1804.0,1989.0,1.0,A5,355000.0,42186.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,61.0, ,A5,506 WINANT AVENUE                        ,            ,10309.0,1.0,0.0,1.0,1434.0,1804.0,1989.0,1.0,A5,355000.0,42290.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,66.0, ,A5,494 WINANT AVENUE                        ,            ,10309.0,1.0,0.0,1.0,1280.0,1200.0,1990.0,1.0,A5,0.0,42276.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,97.0, ,A5,147 WIRT AVENUE                          ,            ,10309.0,1.0,0.0,1.0,1425.0,1720.0,1991.0,1.0,A5,310000.0,42339.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,118.0, ,A5,187 WIRT AVENUE                          ,            ,10309.0,1.0,0.0,1.0,2278.0,1720.0,1992.0,1.0,A5,325000.0,42255.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7085.0,120.0, ,A5,191 WIRT AVENUE                          ,            ,10309.0,1.0,0.0,1.0,1245.0,1270.0,1992.0,1.0,A5,310000.0,42345.0
5.0,ROSSVILLE                ,01  ONE FAMILY DWELLINGS                    ,1.0,7152.0,1.0, ,A1,2341 ARTHUR KILL ROAD                    ,            ,10309.0,1.0,0.0,1.0,9100.0,1356.0,1899.0,1.0,A1,0.0,42220.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6106.0,189.0, ,B9,26 WYCLIFF LANE                          ,            ,10312.0,2.0,0.0,2.0,3920.0,2288.0,2000.0,1.0,B9,0.0,42226.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6106.0,356.0, ,B2,14 POWELL LANE                           ,            ,10312.0,2.0,0.0,2.0,12000.0,5600.0,1996.0,1.0,B2,1245000.0,42108.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6108.0,48.0, ,B2,542 MARCY AVENUE                         ,            ,10309.0,2.0,0.0,2.0,4479.0,2280.0,2001.0,1.0,B2,860000.0,42150.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6108.0,58.0, ,B2,586 MARCY AVENUE                         ,            ,10312.0,2.0,0.0,2.0,4771.0,2600.0,2001.0,1.0,B2,0.0,42163.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6109.0,10.0, ,B2,1181 WOODROW ROAD                        ,            ,10309.0,2.0,0.0,2.0,13167.0,2805.0,1987.0,1.0,B2,0.0,42326.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6109.0,29.0, ,B2,547 ALVERSON AVENUE                      ,            ,10309.0,2.0,0.0,2.0,10450.0,3810.0,1984.0,1.0,B2,0.0,42213.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6142.0,1.0, ,B9,70 MASON BOULEVARD                       ,            ,10309.0,2.0,0.0,2.0,11600.0,2832.0,1986.0,1.0,B9,645000.0,42143.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6142.0,4.0, ,B2,64 MASON BOULEVARD                       ,            ,10309.0,2.0,0.0,2.0,10000.0,2832.0,1986.0,1.0,B2,743000.0,42256.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6142.0,37.0, ,B9,4 MASON BOULEVARD                        ,            ,10309.0,2.0,0.0,2.0,10000.0,2832.0,1986.0,1.0,B9,775000.0,42135.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6146.0,187.0, ,B2,386 ALVERSON AVE                         ,            ,10309.0,2.0,0.0,2.0,8000.0,2916.0,2010.0,1.0,B2,947000.0,42242.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6164.0,69.0, ,B9,59 POND STREET                           ,            ,10309.0,2.0,0.0,2.0,3405.0,1600.0,1999.0,1.0,B9,515000.0,42235.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6166.0,132.0, ,B2,22 AARON LANE                            ,            ,10309.0,2.0,0.0,2.0,4480.0,1364.0,2007.0,1.0,B2,600000.0,42075.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,6166.0,177.0, ,B2,22 SAMANTHA LANE                         ,            ,10309.0,2.0,0.0,2.0,4388.0,2250.0,2004.0,1.0,B2,720000.0,42230.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7035.0,34.0, ,B9,11 BOMBAY STREET                         ,            ,10309.0,2.0,0.0,2.0,3400.0,2496.0,1986.0,1.0,B9,0.0,42117.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7040.0,270.0, ,B9,435 WINANT AVENUE                        ,            ,10309.0,2.0,0.0,2.0,4644.0,1600.0,1999.0,1.0,B9,535000.0,42292.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7044.0,49.0, ,B2,238 MC BAINE AVENUE                      ,            ,10309.0,2.0,0.0,2.0,4600.0,2250.0,1997.0,1.0,B2,750000.0,42171.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7044.0,56.0, ,B2,237 KRAMER AVENUE                        ,            ,10309.0,2.0,0.0,2.0,4565.0,2250.0,1997.0,1.0,B2,677500.0,42151.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7045.0,59.0, ,B2,227 MASON BOULEVARD                      ,            ,10309.0,2.0,0.0,2.0,9800.0,3600.0,1986.0,1.0,B2,0.0,42313.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7046.0,23.0, ,B9,660 CORRELL AVENUE                       ,            ,10309.0,2.0,0.0,2.0,3500.0,2296.0,1989.0,1.0,B9,528500.0,42300.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7048.0,26.0, ,B2,68 LUCILLE AVENUE                        ,            ,10309.0,2.0,0.0,2.0,3984.0,2600.0,1983.0,1.0,B2,580000.0,42214.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7054.0,415.0, ,B2,7 KUNATH AVENUE                          ,            ,10309.0,2.0,0.0,2.0,4000.0,2725.0,1984.0,1.0,B2,600000.0,42177.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7066.0,103.0, ,B9,62 POPLAR AVENUE                         ,            ,10309.0,2.0,0.0,2.0,3532.0,1260.0,2004.0,1.0,B9,417000.0,42142.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7066.0,134.0, ,B9,135 BARRY STREET                         ,            ,10309.0,2.0,0.0,2.0,5555.0,2495.0,2006.0,1.0,B9,564000.0,42090.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7067.0,9.0, ,B9,17 POPLAR AVENUE                         ,            ,10309.0,2.0,0.0,2.0,3750.0,2400.0,2001.0,1.0,B9,575333.0,42286.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7083.0,5.0, ,B9,306 CANDON AVENUE                        ,            ,10309.0,2.0,0.0,2.0,2566.0,1600.0,1997.0,1.0,B9,465000.0,42185.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7086.0,27.0, ,B2,166 CHARLESTON AVENUE                    ,            ,10309.0,2.0,0.0,2.0,3800.0,2280.0,1986.0,1.0,B2,675000.0,42200.0
5.0,ROSSVILLE                ,02  TWO FAMILY DWELLINGS                    ,1.0,7086.0,46.0, ,B2,130 CHARLESTON AVENUE                    ,            ,10309.0,2.0,0.0,2.0,4038.0,2280.0,1986.0,1.0,B2,568000.0,42214.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1006.0, ,R3,521 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,276000.0,42145.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1019.0, ,R3,529 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,214500.0,42111.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1028.0, ,R3,537 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,305000.0,42325.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1060.0, ,R3,129 GERVIL STREET                        ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,283000.0,42298.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1064.0, ,R3,101 GERVIL STREET                        ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,0.0,42326.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1074.0, ,R3,842 ROSSVILLE AVENUE                     ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,311000.0,42297.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1103.0, ,R3,61 GERVIL STREET                         ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,262000.0,42360.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1106.0, ,R3,55 GERVIL STREET                         ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,0.0,42138.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7038.0,1108.0, ,R3,51 GERVIL STREET                         ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,271000.0,42048.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7040.0,1036.0, ,R3,12 REDWOOD LOOP                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,255000.0,42180.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7040.0,1037.0, ,R3,14 REDWOOD LOOP                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,0.0,42042.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7040.0,1040.0, ,R3,20 REDWOOD LOOP                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,253500.0,42111.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1001.0, ,R3,66 GERVIL STREET                         ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,283000.0,42018.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1008.0, ,R3,58 GERVIL STREET                         ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,295000.0,42215.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1010.0, ,R3,124 GERVIL STREET                        ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,139035.0,42229.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1027.0, ,R3,148 GERVIL STREET                        ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,295000.0,42212.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1037.0, ,R3,591A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,0.0,42262.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1047.0, ,R3,607A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,220000.0,42193.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1050.0, ,R3,603 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,300000.0,42290.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1053.0, ,R3,611A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,280000.0,42086.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1057.0, ,R3,619A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,325000.0,42313.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1064.0, ,R3,623 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,0.0,42326.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1066.0, ,R3,627 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,315000.0,42183.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1068.0, ,R3,625 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,0.0,42109.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1072.0, ,R3,631 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,280000.0,42234.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1079.0, ,R3,637A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,245000.0,42202.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1085.0, ,R3,645A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,270000.0,42165.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1093.0, ,R3,655A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,220000.0,42033.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1097.0, ,R3,657A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,260000.0,42216.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1105.0, ,R3,667A CORRELL AVENUE                      ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,279900.0,42286.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7041.0,1106.0, ,R3,667 CORRELL AVENUE                       ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,305000.0,42307.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7048.0,1016.0, ,R3,44 HEMLOCK COURT                         ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,265000.0,42292.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7048.0,1038.0, ,R3,22 CHARLESTON AVENUE                     ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,315000.0,42152.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7048.0,1047.0, ,R3,122 HAMPTON PLACE                        ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,357000.0,42306.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7048.0,1065.0, ,R3,23 WIRT AVENUE                           ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,339000.0,42265.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7054.0,1033.0, ,R3,91 BOWER COURT                           ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,336250.0,42006.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7054.0,1034.0, ,R3,93 BOWER COURT                           ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,339000.0,42110.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7054.0,1049.0, ,R3,90 BOWER COURT                           ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,275000.0,42027.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1010.0, ,R3,15 AZALEA COURT                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,357000.0,42194.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1012.0, ,R3,9 AZALEA COURT                           ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,0.0,42329.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1019.0, ,R3,32 AZALEA COURT                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,0.0,42368.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1021.0, ,R3,28 AZALEA COURT                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1981.0,1.0,R3,350000.0,42331.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1066.0, ,R3,52 CYPRESS LOOP                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,313000.0,42355.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1089.0, ,R3,75 CYPRESS LOOP                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1983.0,1.0,R3,325000.0,42352.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1111.0, ,R3,6 MEADOW COURT                           ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,322500.0,42200.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1114.0, ,R3,12 MEADOW COURT                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,300000.0,42174.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1120.0, ,R3,24 MEADOW COURT                          ,            ,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,318520.0,42327.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1138.0, ,R3,26 ARROWOOD COURT                        ,523.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,0.0,42016.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1150.0, ,R3,29 ARROWOOD COURT                        ,535.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,330000.0,42129.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1152.0, ,R3,25 ARROWOOD COURT                        ,537.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,322500.0,42151.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1153.0, ,R3,23 ARROWOOD COURT                        ,538.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,327900.0,42360.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1186.0, ,R3,18 BERRY COURT                           ,571.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,320000.0,42320.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1193.0, ,R3,32 BERRY COURT                           ,578.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,330000.0,42353.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1200.0, ,R3,27 WOOD COURT                            ,585.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,330000.0,42132.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1206.0, ,R3,88 ARROWOOD COURT                        ,591.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,338000.0,42299.0
5.0,ROSSVILLE                ,04  TAX CLASS 1 CONDOS                      ,1A,7055.0,1211.0, ,R3,78 ARROWOOD COURT                        ,596.0,10309.0,1.0,0.0,1.0,0.0,0.0,1984.0,1.0,R3,347500.0,42241.0
5.0,ROSSVILLE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,6110.0,80.0, ,V0,WOODROW ROAD                             ,            ,10312.0,0.0,0.0,0.0,32040.0,0.0,0.0,1.0,V0,1825000.0,42012.0
5.0,ROSSVILLE                ,22  STORE BUILDINGS                         ,4.0,7067.0,215.0, ,K2,2354 ARTHUR KILL ROAD                    ,            ,10309.0,0.0,1.0,1.0,10424.0,5481.0,2002.0,4.0,K9,0.0,42045.0
5.0,ROSSVILLE                ,22  STORE BUILDINGS                         ,4.0,7089.0,17.0, ,K1,2636 ARTHUR KILL ROAD                    ,            ,10309.0,0.0,1.0,1.0,34500.0,1600.0,1970.0,4.0,K1,0.0,42167.0
5.0,ROSSVILLE                ,41  TAX CLASS 4 - OTHER                     ,4.0,7071.0,38.0, ,Z9,VETERANS ROAD WEST                       ,            ,10309.0,0.0,0.0,0.0,5536.0,0.0,0.0,4.0,Z9,0.0,42019.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7328.0,270.0, ,A1,524 SHARROTTS ROAD                       ,            ,10309.0,1.0,0.0,1.0,11000.0,2026.0,1930.0,1.0,A1,0.0,42257.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,83.0, ,A5,120 CHURCHILL AVENUE                     ,            ,10309.0,1.0,0.0,1.0,2500.0,1500.0,2002.0,1.0,A5,475000.0,42184.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,90.0, ,A5,104 PITNEY AVENUE                        ,            ,10309.0,1.0,0.0,1.0,1938.0,1715.0,2001.0,1.0,A5,420000.0,42097.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,107.0, ,A5,58 PITNEY AVENUE                         ,            ,10309.0,1.0,0.0,1.0,2300.0,1680.0,2000.0,1.0,A5,499900.0,42298.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,113.0, ,A5,44 PITNEY AVENUE                         ,            ,10309.0,1.0,0.0,1.0,2500.0,1500.0,2000.0,1.0,A5,490000.0,42303.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,124.0, ,A5,63 PEACOCK LOOP                          ,            ,10309.0,1.0,0.0,1.0,1140.0,1684.0,2001.0,1.0,A5,0.0,42089.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,134.0, ,A5,131 GLADWIN STREET                       ,            ,10309.0,1.0,0.0,1.0,2468.0,1690.0,2001.0,1.0,A5,77000.0,42090.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,154.0, ,A5,21 OSTRICH COURT                         ,            ,10309.0,1.0,0.0,1.0,1136.0,1672.0,2001.0,1.0,A5,420000.0,42354.0
5.0,ROSSVILLE-CHARLESTON     ,01  ONE FAMILY DWELLINGS                    ,1.0,7356.0,164.0, ,A5,109 GLADWIN STREET                       ,            ,10309.0,1.0,0.0,1.0,2520.0,1680.0,2000.0,1.0,A5,0.0,42213.0
